Job ID,Job Title,Company Name,Job Type,Date,Salary,Location,Job Description,lien
AA01634_1700581073,Data Analyst - AMOA Data - Business Analyst Data - Niort H/F,Siderlog,CDI,22/01/2024,,France,"Instruire la demande. extraire, mettre en forme et vérifier les données et résultats produits.Mettre en oeuvre les analyses associées en apportant l'expertise nécessaire à la définition et production d'indicateurs Préparer et explorer les donnéesEtudes d'impactsRédaction des spécifications fonctionnelles et techniquesConcevoir techniquement la solutionEtre en support du développement de la solutionApprouver la solution (techniquement et fonctionnellement)Livrer la solutionGérer les incidents et les impacts projetsComposants applicatifs et documentation associéePlan et fiches de testSuivi de son activitéSupports de présentation",https://www.hellowork.com/fr-fr/emplois/43016302.html
R1846,Data Marketing Analyst H/F,SNCF Connect & Tech,CDI,28/01/2024,,Hauts-de-Seine - 92,"Contexte et MissionsAu sein de la Direction Data et performance de SNCF Connect & Tech, nous cherchons un-e Data Marketing analyst senior pour renforcer l'équipe Performance Marketing et outils.Missions-  Assurer la création et les évolutions des dashboards transverses et aider dans l'analyse des performances marketing.-  Accompagner les métiers dans la compréhension des analyses et la mise en place des recommandations associées.-  Proposer et réaliser des analyses innovantes notamment en profitant des nouvelles données disponibles et/ou des projets internes (tel que la dataplateform).-  Contribuer aux problématiques techniques de mise à disposition et croisement des données.-  Travailler en binôme avec les autres équipes de la direction (performance business et/ou connaissance client) sur des projets ou sujets transverses.-  Contribuer aux projets et instances de pilotage (REX opé commerciale, COMOP, Econométrie, etc.)Cette opportunité vous permettra d'intégrer une équipe centrale au sein du 1er site marchand en France.Activités détaillées et responsabilités du posteAnalyser et recommander-  Vous piloterez et présenterez certains sujets et/ou études (avec les soutiens des autres membres de l'équipe) que cela soit sur l'analyse d'un levier, d'une campagne ou en exploratoire.-  En collaboration avec l'équipe Connaissance client et/ou Performance business, vous serez amené.e à travailler sur des problématiques transverses à l'entreprise et sur des donnés hétérogènes.-  Vous serez force de proposition dans l'évolution de l'équipe ainsi que dans l'identification et la résolution des nouveaux défis à venir.Collecter et croiser-  Contribuer aux sujets de collecte et de croisement des données que cela soit dans la conception technique ou dans son exploitation.-  Travailler sur les sujets économétries et incrémentalités en essayant de déceler des « insights activables ».Acculturation sur l'écosystème datamarketing-  Nous apportons de la visibilité sur l'impact de nos dispositifs marketing et sur la façon dont nous pouvons nous améliorer. Nous avons un rôle d'évangélisation de ces sujets au sein de l'entreprise notamment sur la compréhension des données (impact RPGP, IOS, etc.). Vous serez amené.e à faire des prises de parole en interne ou externe.Projets-  Piloter et/ou contribuer à l'évolution de la performance marketing, essayer des nouvelles approches/outils (MMM, Outils d'attribution, etc.).Data quality-  C'est le fil rouge de nos métiers, chaque membre de l'équipe est impliqué sur ce stream.ProfilVos études en data analyse/marketing digital dans le cadre de votre formation Bac +5 et de vos expériences, vous avez acquis une expertise en marketing digital et avez développé une maîtrise de SQL et d'Excel.Vous avez également acquis des valeurs agiles : force de proposition, esprit d'équipe, amélioration continue, culture du feedback.Afin de mener à bien vos missions, vous êtes doté.e d'une bonne capacité d'analyse, d'une bonne communication, de rigueur et d'un sens de l'organisation.Pourquoi nous rejoindre ?-  Nos applications sont utilisées par plus de 21 millions d'utilisateurs-  Notre mission : permettre à chacun de s'informer, réserver, payer et valider tous ses choix de mobilités durables-  Nous proposons du télétravail depuis 2012 pour offrir à nos collaborateurs plus de flexibilité-  Notre programme de bien-être « I Feel Good » prend soin de nous au quotidien-  Nous sommes certifiés Great Place To Work",https://www.hellowork.com/fr-fr/emplois/45679207.html
1963889,Tech Lead Data H/F,TMC France Sud-Ouest,CDI,23/01/2024,,Toulouse - 31,"Vous interviendrez en tant que Tech Lead DataDe formation supérieure, vous avez au moins 3 ans d'expérience dans le domaine. En tant que Tech Lead Data, vous avez des compétences solides en leadership et en gestion de projet. Vous maîtrisez les bases de données et les technologies associées (Cloud Azure, ADF, SQL, Databricks). Vous avez une expérience avérée dans le développement et la mise en oeuvre de traitements de données. Vous avez une excellente connaissance des normes de développement et des bonnes pratiques.Vous êtes familier avec les outils tels que Jira, Confluence, Git, Gitlab, Bitbucket, Datagalaxy. Vous avez la capacité de travailler dans un environnement Cloud, notamment avec Azure.En tant que Tech Lead, vos fonctions et responsabilités seront :-  D'assumer le leadership technique du Datastore.-  De cadrer les demandes d'évolution métier ou techniques.-  De monter en compétence les développeurs intervenants sur le périmètre du Datastore.-  De structurer les bases de données et les datasets du Datastore.-  D'analyser l'impact des solutions sur l'implémentation des données.-  De développement, normes et procédures :-  D'implémenter et tester des traitements de données (technique et fonctionnel).-  De rédiger la documentation et la description des développements.-  De définir et veiller au respect des normes de développement.-  D'appliquer et faire respecter les standards et les règles de développement.-  De collaborer avec le Dev Ops pour les revues de code et les déploiements.-  D'assurer le bon fonctionnement (Run) de la plateforme.-  De contribuer à la bonne observabilité de la plateforme en vue de son optimisation.",https://www.hellowork.com/fr-fr/emplois/45460031.html
1845089,Tech Lead Data H/F,Omniciel,CDI,25/01/2024,60000 - 70000 EUR par an,Aix-en-Provence - 13,"Omniciel, cabinet de recrutement spécialisé en Informatique et Télécoms, recherche un ingénieur data - BI H/F pour l'un de ses clients finals dans le secteur de l'assurance et de la banque (recrutement en exclusivité).LE CLIENT, votre futur employeur :Le siège social de notre client est ancré dans des valeurs fortes de solidarité, de proximité et d'éthique. Présent sur l'ensemble du territoire national, le groupe compte plus de 900 collaborateurs et 600 000 clients.Rattaché au responsable du département data au sein d'une équipe de 9 personnes vous participez aux projets de construction des solutions DATA et Big Data.Vos missionsLeadership technique :-  Assurer un rôle de leadership technique auprès des équipes de développement.-  Porter la vision technique au sein des équipes Agile.-  Animer et transmettre les bonnes pratiques de développement aux équipes.-  Participer aux conceptions techniques.-  Prendre part aux développements-  Accompagner et valider avec les différents domaines : l'architecture technique, la conception et la modélisation en s'assurant du respect des standards définis.Conception et traduction des exigences :-  Conseiller les parties prenantes.-  Traduire les exigences stratégiques en conception pour créer des solutions sécurisées, scalables et fiables.Gestion de la qualité et gouvernance technologique :-  Garantir les bonnes pratiques de développement et de la gouvernance technologique.-  Veiller à la qualité des livrables.-  Participer à la réalisation des dossiers d'analyse technique.-  Suivre et optimiser les chargements.Veille technologique et amélioration continue :-  Garantir et être force de proposition sur la stabilité, la performance, la robustesse et l'évolutivité du code.-  Effectuer la veille technologique.La stack technique :-  Langage & outils : SQL, T-SQL, Talend-  Base de données : SQL Server / PostgreSQL /Starburst-  Reporting/DataViz : PowerBI / Business Object",https://www.hellowork.com/fr-fr/emplois/43142992.html
1845090,Tech Lead Data H/F,Omniciel,CDI,25/01/2024,60000 - 70000 EUR par an,Toulon - 83,"Omniciel, cabinet de recrutement spécialisé en Informatique et Télécoms, recherche un ingénieur data - BI H/F pour l'un de ses clients finals dans le secteur de l'assurance et de la banque (recrutement en exclusivité).LE CLIENT, votre futur employeur :Le siège social de notre client est ancré dans des valeurs fortes de solidarité, de proximité et d'éthique. Présent sur l'ensemble du territoire national, le groupe compte plus de 900 collaborateurs et 600 000 clients.Rattaché au responsable du département data au sein d'une équipe de 9 personnes vous participez aux projets de construction des solutions DATA et Big Data.Vos missionsLeadership technique :-  Assurer un rôle de leadership technique auprès des équipes de développement.-  Porter la vision technique au sein des équipes Agile.-  Animer et transmettre les bonnes pratiques de développement aux équipes.-  Participer aux conceptions techniques.-  Prendre part aux développements-  Accompagner et valider avec les différents domaines : l'architecture technique, la conception et la modélisation en s'assurant du respect des standards définis.Conception et traduction des exigences :-  Conseiller les parties prenantes.-  Traduire les exigences stratégiques en conception pour créer des solutions sécurisées, scalables et fiables.Gestion de la qualité et gouvernance technologique :-  Garantir les bonnes pratiques de développement et de la gouvernance technologique.-  Veiller à la qualité des livrables.-  Participer à la réalisation des dossiers d'analyse technique.-  Suivre et optimiser les chargements.Veille technologique et amélioration continue :-  Garantir et être force de proposition sur la stabilité, la performance, la robustesse et l'évolutivité du code.-  Effectuer la veille technologique.La stack technique :-  Langage & outils : SQL, T-SQL, Talend-  Base de données : SQL Server / PostgreSQL /Starburst-  Reporting/DataViz : PowerBI / Business Object",https://www.hellowork.com/fr-fr/emplois/43143004.html
3e79d71291e0c88aab6d7b256ab83ea0,Data Strategy - Data Governance Manager H/F,Accenture France,CDI,20/01/2024,,Paris 1er - 75,"Description Du PosteImaginez, transformez et impactez le monde positivement : venez vivre au coeur du changement en tant que Data Strategy / Data Governance Manager.Votre Mission :Au sein des équipes Strategy & Consulting spécialisée en Data & IA, nous faisons en sorte qu'aucune mission ne se ressemble. Nous avons à coeur de vous proposer une diversité, que ce soit dans le type de clients ou dans le contenu des missions. Vous serez donc amené à :-  Définir la stratégie data de grands groupes et accompagner leur transformation Data Driven-  Définir et mettre en place une gouvernance de la donnée chez nos clients-  Définir, construire et piloter des Data Offices et Data Factories chez nos clients-  Accompagner le management de nos clients sur l'identification et le lancement de nouveaux cas d'usage utilisant l'analyse avancée de données.-  Participer à la définition et au développement de portefeuilles d'innovation et d'offres data en interne. Participer aux appels d'offres et propositions commercialesVous construisez une carrière agile, grâce à la formation, aux certifications et aux feedbacks reçus pour chacune de vos réalisations. Nos équipes apprennent chaque jour avec les meilleurs experts en France et à l'international.Vous évoluez dans un environnement de travail flexible qui vise à favoriser l'équilibre entre vie professionnelle et vie personnelle : le télétravail donne la possibilité d'adapter son rythme professionnel en fonction des actualités de l'équipe et du projet.Nous vous proposons de vivre l'expérience du changement auprès de nos équipes, rejoignez Accenture.#LI-EUEN SAVOIR PLUSRÉDUIREQualifications·         De formation supérieur Bac +5·         Vous avez le goût pour le métier de conseil et vous avez une vraie dimension humaine·         Vous avez envie de travailler sur les sujets autours de la data, l'IA, l'Analytics·         Vous êtes curieux et avez l'envie d'entreprendre·         Vous maîtrisez l'anglais à l'écrit comme à l'oral·         Vous êtes mobile géographiquement·         Une maîtrise des principes de data management et de gouvernance de la donnée est un plus·         Une maîtrise des algorithmes de data sciences et des architectures data est un plus·         La maîtrise d'un outil de visualisation de données (PowerBI, Tableau, QlikView, D3.js...) est un plus.A propos de nousAccenture, c'est une communauté de plus de 730 000 talents et une mission commune : réaliser la promesse technologique alliée à l'ingéniosité humaine.Dans un monde en perpétuel changement, nous accélérons la transformation des plus grandes entreprises, de la stratégie à la réalisation des projets, à l'aide des technologies de demain et dynamisons leur croissance grâce à l'expertise multi-sectorielle de nos experts.Et si vous échangiez directement avec nos collaborateurs ? Posez-leur directement vos questions.Nos recrutements sont fondés sur les compétences, sans distinction d'origine, d'âge, ou de genre et tous nos postes sont ouverts aux personnes en situation de handicap.Egalité des chances face à l'emploiToutes les décisions relatives à l'emploi doivent être prises sans considération d'âge, d'origine ethnique, de croyance, de couleur, de religion, de sexe, de nationalité, d'ascendance, de handicap, de statut de vétéran, d'orientation sexuelle, d'identité sexuelle ou d'expression, de données génétiques, d'état civil ou de citoyenneté ni aucune autre base protégée par la loi fédérale, étatique ou locale.Les candidats à un poste sont tenus de ne pas divulguer les dossiers de condamnation ou d'arrestation sous scellés ou effacés dans le cadre de leur processus d'embauche.",https://www.hellowork.com/fr-fr/emplois/45369411.html
2024011697401,Data Architecte H/F,Adsearch,CDI,17/01/2024,50000 - 60000 EUR par an,Mougins - 06,"En Bref : Mougins - CDI - Architecte Data (F/H) -  à partir de 55KAdsearch, cabinet de recrutement basé à Nice vous accompagne dans votre carrière pour vous trouver LE poste idéal.Je recrute pour un client, un Architecte Data (F/H) basé à Mougins au sein dune DSI à taille humaine au contexte international.Vos missions :Data Management / Gouvernance DataConstruction du Datawarehouse / EDSArchitecture dataInterface éditeurs / métiersEnvironnement technique : Microsoft 365, PowerBI, Microsoft SQL Server Integration Services, SQL Serveur",https://www.hellowork.com/fr-fr/emplois/45213577.html
4221,Business Analyst Data H/F,Volvo Group,CDI,22/01/2024,,Lyon - 69,"Le département Aftermarket Technology possède une solide expérience dans les technologies automobiles, le diagnostic, la maintenance préventive et prédictive, mais également dans l'informatique et l'expérience utilisateur final. Nous pensons que nous avons un rôle de leader à jouer dans la création de services innovants basés sur les données pour soutenir nos clients. Pour développer la technologie et les capacités des services de camions, nous recherchons un nouveau collègue.Vos principales responsabilités seraient :* Maintenir une collaboration étroite avec la marque de camions et traduire les problèmes commerciaux en analyses de bout en bout ou en cas d'utilisation de services, de l'expérimentation à la sortie opérationnalisée.* Découverte de données à l'aide de méthodes et d'outils de pointe.* Mélanger les données de l'entreprise avec des sources d'informations tierces pour stimuler l'innovation en matière d'analyse.* Développer des modèles et des algorithmes complexes qui stimulent l'innovation et la performance dans toute l'organisation. Cela peut inclure l'amélioration des performances en matière de ponctualité, la planification du réseau, etc.* Effectuer des analyses avancées pour fournir des informations exploitables, identifier les tendances et mesurer les performances.* Collaborer avec des ingénieurs de données, des architectes de données et des développeurs de logiciels pour mettre en oeuvre et déployer des solutions évolutives.* Développer une solution back-end pour récupérer des données et des modèles.* Développer le front-end pour exposer nos modèles de manière intelligente à nos clients.",https://www.hellowork.com/fr-fr/emplois/45412392.html
1965347,Contrôleur de Gestion - Data H/F,Pixie Services France,CDI,23/01/2024,,Aix-en-Provence - 13,Voici vos principales missions en tant que Contrôleur de gestion expert de la data H/F en CDI :-  Analyser les performances opérationnelles et financières à l'aide d'outils BI.-  Suivre les dépenses et contrôle budgétaire.-  Préparer et construire des budgets.-  Projeter le chiffre d'affaires et matrices budgétaires.-  Préconisations et recommandations stratégiques-  Reporting et tableaux de bord.-  Mesure du ROI,https://www.hellowork.com/fr-fr/emplois/45475454.html
d59915a9e73948795e2b89a74f1a25baa81632d1,Tech Lead Data H/F,BNP Paribas,CDI,21/01/2024,,Nantes - 44,"Tech Lead Data H/F(Poste basé à NANTES (44) disponible à partir de septembre 2024)BCEF IT, l'informatique de la Banque Commerciale en France travaille en mode Agile, en proximité du Business. Ensemble, ces équipes ont pour mission de développer des solutions fonctionnelles, innovantes et sécurisées pour répondre aux besoins et aux attentes des clients et des collaborateurs, en alignement avec les enjeux et les standards de place (Data, IA, DEVOPS, Cloud, Numérique responsable, cybersécurité...).Historiquement implantés en région parisienne, nous ouvrons un nouveau Campus à Nantes (7 boulevard de Berlin - 44000 Nantes) afin de renforcer nos compétences sur les métiers du développement et des métiers d'expertise.Facile d'accès, à seulement 10 minutes de la gare, ce campus vous offrira un environnement de travail agréable et stimulant. Vous travaillerez en environnement Flex Office et télétravail en mode hybride avec l'accès aux outils collaboratifs digitaux (Teams, klaxoon...) et en étroite collaboration avec notre campus parisien.Motivé(e) à relever ce nouveau challenge sur Nantes ? Rejoignez-nous !Votre rôle au quotidienAu sein de la DSI de la Banque Commerciale En France (BCEF IT) et plus particulièrement dans le domaine transverse IT ""Data / IA & Foundations"", nous recherchons un Tech Lead Data.Vos principales missions seront :-           De concevoir et développer les features du sprint backlog-           D'être force de proposition, participer aux choix techniques en lien avec les architectes du groupe et participer aux recrutements de l'équipe-           D'être garant des respects des bonnes pratiques de développement-           De participer sur des cadrages de projets IT ou métiers sur la plateforme en tant qu'Expert en lien étroit avec les architectes et autres experts (sécurité, data management...)-           D'être en veille technologique-           Accompagnement des Data Engineer et des Ingénieurs Software Data dans la réalisation de leur missions-           Garant des règles et procédures IT du GroupeEt après ?Notre filière IT compte plus de 14 000 collaborateurs dans le monde, c'est autant d'opportunités d'évolution ! Imaginez la diversité des missions possibles, dans tous les métiers de l'informatique, dans toutes les activités de la banque, partout dans le monde... En IT les passerelles sont multiples.Les avantages à nous rejoindreUn package rémunération et des avantages :-  Un fixe annuel brut et un variable individuel et/ou collectif (défini en fonction de votre performance et de celle de votre équipe).-  Plan épargne entreprise/retraite, intéressement et participation, couverture santé et prévoyance, activités sociales et culturelles via le comité d'entreprise...-  De la flexibilité avec un rythme de de travail hybride :  jusqu'à 2, 5 jours de télétravail par semaine à définir avec votre managerRejoignez un Groupe engagé et prenez part à notre grand projet de transformation vers la construction d'un monde plus durable. Découvrez nos engagements pour notre clientèle et la société.Engagez-vous à nos côtés sur votre temps professionnel, à travers notre programme OneMillionHoursToHelp.Avez-vous le profil ?Oui, si vous disposez d'un Bac +3 informatique à Bac +5 d'une école d'ingénieur ou universitaire spécialisé en informatique. Vous avez minimum 6 ans d'expérience (hors alternance / stage) dans le développement informatique et idéalement sur un poste similaire.Vous avez une bonne maîtrise des technologies Data et vous maitrisez les outils de développement JETBRAINS INTELIJ IDEA, la méthodologie DEVOPS et l'architecture applicative Micro ServicesVotre niveau d'anglais est opérationnelCe poste requiert une créativité&innovation/capacité à résoudre des problème, de la proactivité et une capacité à transmettre et partager ses connaissances. Il est également nécessaire d'avoir une forte capacité de collaboration pour réussir.Par ailleurs, votre capacité à vous adapter rapidement à de multiples situations, environnements et interlocuteurs sera aussi indispensable.Les prochaines étapesSi votre CV est retenu par notre équipe de recrutement, vous serez amené à passer un à trois entretiens au maximum avec des RH et/ou manager opérationnel.Ces étapes peuvent varier légèrement en fonction des postes.Si vous êtes dans une situation de handicap et souhaitez un échange facilité, vous pouvez envoyer votre CV et lettre de motivation à ****@****.**.Dans un monde qui change, la diversité, l'équité et l'inclusion sont des valeurs clés pour le bien-être et la performance des équipes. Chez BNP Paribas, nous souhaitons accueillir et retenir tous les talents sans distinction : c'est ainsi que nous construirons, ensemble, la finance de demain, innovante, responsable et durableEnfin, nous attachons une importance particulière à ce que nos futurs collaborateurs et collaboratrices agissent au quotidien avec responsabilité éthique et professionnelle. À tout moment pendant le processus de recrutement, les informations figurant sur votre CV, vos données d'identification et vos antécédents pourront être vérifiés.",https://www.hellowork.com/fr-fr/emplois/44213605.html
